,Price,new_car_price,overview_Fuel type,overview_Transmission,overview_Color,overview_Insurance,overview_Registration Type,overview_Car Available at,spec_Engine,spec_Fuel Type,spec_Transmission,spec_Max Power (bhp@rpm),spec_Max Torque (Nm@rpm),spec_Mileage,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership
13457,825000.0,1367000.0,Petrol,Manual - 6 Gears,Red,Comprehensive,Corporate,"Vikaspuri, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,Manual - 6 Gears,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,ARAI: 17.8 kmpl | User Reported: 16 kmpl,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,712 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['V', 'Petrol']",51900.0,1
13458,725000.0,1635000.0000000002,Petrol,"Automatic (CVT), Paddle Shift",White,Not Available,Individual,"Anand Parbat, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic (CVT), Paddle Shift",118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2019,Honda,City,"['ZX', 'CVT', 'Petrol', '[2019-2020]']",74000.0,1
13459,575000.0,1354000.0,Petrol,Manual - 5 Gears,White,Comprehensive,Individual,"Janakpuri, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl | User Reported: 16 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2019,Honda,City,"['VX', 'Petrol']",68000.0,1
13460,465000.00000000006,1390000.0,Petrol,"Automatic, Sport Mode",Grey,Third Party,Individual,"Pitampura, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic, Sport Mode",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,"['VX', 'CVT']",72000.0,2
13461,475000.0,,Petrol,Manual - 5 Gears,White,Comprehensive,Individual,"Pitampura, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder",Petrol,Manual - 5 Gears,100@5800,132@4800,ARAI: 12.1 kmpl,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,,,2016,Honda,City,"['VTEC', 'Plus']",73000.0,2
13462,200000.0,969999.9999999999,Petrol,Manual - 5 Gears,BOLD BEIGE M,Not Available,Individual,"Aya Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,ARAI: 16.8 kmpl,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2012,Honda,City,"['1.5', 'S', 'MT']",120000.0,3
13463,350000.0,1104000.0,Petrol,Manual - 5 Gears,Urban Titanium Metallic,Comprehensive,Individual,Delhi,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['V'],43500.0,2
13464,890000.0,,Petrol,Manual - 5 Gears,White,Comprehensive,Individual,"Jhilmil Indl.Area, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2022,Honda,City,"['ZX', 'Petrol', '[2019-2020]']",55000.0,1
13465,375000.0,1054000.0,Petrol,Manual - 5 Gears,Grey,Expired,Individual,"Lajpat Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2014,Honda,City,['SV'],87000.0,1
13466,925000.0,,Petrol,Manual - 5 Gears,White,Not Available,Individual,"Jhilmil Indl.Area, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2022,Honda,City,"['ZX', 'Petrol', '[2019-2020]']",55000.0,1
13467,1140000.0,1791000.0,Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",Silver,Comprehensive,Individual,"Amar Colony, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,ARAI: 18.4 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2022,Honda,City,"['ZX', 'CVT', 'Petrol']",17000.0,1
13468,484999.99999999994,1104000.0,Petrol,Manual - 5 Gears,Grey,Expired,Individual,"Lajpat Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['V'],44759.0,1
13469,175000.0,969999.9999999999,Petrol + CNG,Manual - 5 Gears,Tafeta White,Third Party,Individual,"Fatehpur Beri, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,ARAI: 16.8 kmpl,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2012,Honda,City,"['1.5', 'S', 'MT']",105000.0,4+
13470,411000.00000000006,1104000.0,Petrol,Manual - 5 Gears,White,Comprehensive,Individual,"Multani Mohalla, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2014,Honda,City,['V'],69000.0,1
13471,1199000.0,1791000.0,Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",White,Not Available,Individual,"Dada Ghosh Bhawan, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,ARAI: 18.4 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2023,Honda,City,"['ZX', 'CVT', 'Petrol']",28000.0,1
13472,695000.0,,Petrol,"Automatic (CVT), Paddle Shift",Bronze,Comprehensive,Individual,"Rajouri Garden, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic (CVT), Paddle Shift",118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2018,Honda,City,"['VX', 'CVT', 'Petrol']",68000.0,1
13473,775000.0,1119000.0,Petrol,Manual - 5 Gears,Silver,Not Available,Individual,"Lajpat Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl | User Reported: 17 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,696 km,Not Applicable,,,,,,No,No,2020,Honda,City,"['V', 'Petrol']",45000.0,1
13474,1235000.0,1791000.0,Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",White,Comprehensive,Individual,"Vivek Vihar, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (CVT), Paddle Shift, Sport Mode",119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,ARAI: 18.4 kmpl | User Reported: 15 kmpl,,BS 6,5 Seats and 2 Rows,506 L,40 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Electrically Adjustable Sunroof,Rear,Yes,Yes,,No,Not Applicable,Not Applicable,736 km,Not Applicable,,,,,,No,No,2023,Honda,City,"['ZX', 'CVT', 'Petrol']",46000.0,1
13475,470000.0,1082000.0,Petrol,Manual - 5 Gears,White,Comprehensive,Individual,"Ashok Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['SV', 'Petrol', 'Edge', 'Edition']",78000.0,2
13476,390000.0,1104000.0,Petrol,Manual - 5 Gears,Orchid White Pearl,Not Available,NotAvailable,"Shahdara, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['V'],134700.0,1
13477,300000.0,1236000.0,Diesel,Manual - 6 Gears,Orchid White Pearl,Not Available,NotAvailable,"Tilak Nagar, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,ARAI: 26 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Honda,City,"['SV', 'Diesel']",260000.0,2
13478,975000.0,,Petrol,Automatic (CVT) - CVT Gears,White,Expired,Individual,"Ashok Nagar, Delhi",1497 cc,Petrol,Automatic (CVT) - CVT Gears,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Honda,City,"['ZX', 'CVT', 'Petrol']",62000.0,1
13479,350000.0,1390000.0,Petrol,"Automatic, Sport Mode",WHITE,Not Available,NotAvailable,Delhi,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic, Sport Mode",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,City,"['VX', 'CVT']",68500.0,1
13480,875000.0,,Petrol,Automatic (CVT) - CVT Gears,Silver,Comprehensive,Individual,"Jhilmil Indl.Area, Delhi",1497 cc,Petrol,Automatic (CVT) - CVT Gears,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Honda,City,"['ZX', 'CVT', 'Petrol']",69000.0,1
13481,525000.0,1203000.0,Petrol,Automatic,Maroon,Comprehensive,Individual,"Nimri, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Automatic,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,"['SV', 'CVT']",35000.0,1
13482,545000.0,1298000.0,Petrol,Manual - 5 Gears,White,Zero Depreciation,Individual,"Ramesh Nagar H O, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,"['VX', '(O)', 'MT']",71450.0,2
13483,292000.0,1314000.0,Diesel,Manual - 6 Gears,White,Expired,Individual,"Rohini, Delhi","1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,ARAI: 26 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2014,Honda,City,"['V', 'Diesel']",42512.0,1
13484,750000.0,1104000.0,Petrol,Manual - 5 Gears,Urban Titanium Metallic,Not Available,NotAvailable,Delhi,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,['V'],35500.0,1
13485,450000.0,1104000.0,Petrol,Manual - 5 Gears,Golden Brown Metallic,Not Available,NotAvailable,"Sarita Vihar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['V'],97155.0,2
13486,400000.0,1203000.0,Petrol,Automatic,Other,Comprehensive,Individual,"Sector 7 Dwarka, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Automatic,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Honda,City,"['SV', 'CVT']",120000.0,1
13487,290000.0,1027999.9999999999,Petrol,Manual - 5 Gears,Maroon,Comprehensive,Individual,"Sarita Vihar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,ARAI: 16.8 kmpl,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2014,Honda,City,"['1.5', 'V', 'MT']",80000.0,1
13488,650000.0,1390000.0,Petrol,"Automatic, Sport Mode",MORDERN STEEL METALL,Not Available,NotAvailable,"Loni Road, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic, Sport Mode",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,"['VX', 'CVT']",75000.0,2
13489,949000.0,4.7,Petrol,"Automatic (CVT), Paddle Shift",Brown,Comprehensive,Individual,"Kalkaji, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic (CVT), Paddle Shift",118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2021,Honda,City,"['VX', 'CVT', 'Petrol']",55756.0,1
13490,615000.0,1359000.0,Petrol,"Automatic (CVT), Paddle Shift",White,Comprehensive,Individual,"Sameypur Badli, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic (CVT), Paddle Shift",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['V', 'CVT', 'Petrol', '[2017-2019]']",53000.0,1
13491,981000.0,,Petrol,"Automatic (CVT), Paddle Shift",Others,Third Party,Not Available,"Rohini, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic (CVT), Paddle Shift",118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,720 km,,,,,,,No,No,2022,Honda,City,"['VX', 'CVT', 'Petrol']",21663.0,1
13492,125000.0,1027999.9999999999,Petrol,Manual - 5 Gears,Alabaster Silver Metallic,Not Available,NotAvailable,"Pitam Pura, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,ARAI: 16.8 kmpl,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,No,,No,No,,,Not Applicable,,,,,,,,,,,2011,Honda,City,"['1.5', 'V', 'MT']",69400.0,1
13493,370000.0,1054000.0,Petrol,Manual - 5 Gears,Brown,Expired,Individual,"J 6Block Rajouri Garden, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.8 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Honda,City,['SV'],72736.0,1
13494,500000.0,1576000.0,Petrol,"Automatic, Paddle Shift, Sport Mode",MORDERN STEEL METALL,Not Available,NotAvailable,"Bijwasan, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic, Paddle Shift, Sport Mode",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['Anniversary', 'Edition', 'Petrol']",91000.0,2
13495,790000.0,1354000.0,Petrol,Manual - 5 Gears,Brown,Comprehensive,Individual,"Ashok Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl | User Reported: 16 kmpl,,BS 6,5 Seats and 2 Rows,510 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Rear,Yes,Yes,,,Not Applicable,Not Applicable,696 km,,,,,,,No,No,2020,Honda,City,"['VX', 'Petrol']",64000.0,1
13496,652000.0,1207000.0,Petrol,Manual - 5 Gears,Brown,Not Available,Individual,"Vikaspuri, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2019,Honda,City,"['V', 'Petrol', '[2017-2019]']",33000.0,1
13497,600000.0,1390000.0,Petrol,"Automatic, Sport Mode",Orchid White Pearl,Not Available,NotAvailable,"Jawahar Nagar, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,"Automatic, Sport Mode",117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 18 kmpl,,,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Electrically Adjustable Sunroof,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2017,Honda,City,"['VX', 'CVT']",89000.0,1
13498,635000.0,1207000.0,Petrol,Manual - 5 Gears,Modern Steel Metallic,Comprehensive,Individual,"Vasant Kunj, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,ARAI: 17.4 kmpl,,BS 4,5 Seats and 2 Rows,510 L,40 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Honda,City,"['V', 'Petrol', '[2017-2019]']",56000.0,1
13499,440000.00000000006,,Petrol,Manual - 5 Gears,Silver,Comprehensive,Individual,"J 6Block Rajouri Garden, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder",Petrol,Manual - 5 Gears,100@5800,132@4800,ARAI: 12.1 kmpl,,,5 Seats,,42 litres,,Yes,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,,,2016,Honda,City,"['VTEC', 'Plus']",66000.0,2
13500,175000.0,1110000.0,Petrol + CNG,Manual - 5 Gears,Carnelian Red Pearl,Not Available,NotAvailable,"Bhagat Singh Market, Delhi","1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",Petrol,Manual - 5 Gears,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,ARAI: 16.8 kmpl,,,5 Seats and 2 Rows,506 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,,Yes,Remote,Electrically Adjustable Sunroof,,No,No,,,Not Applicable,,,,,,,,,,,2012,Honda,City,"['1.5', 'V', 'MT', 'Sunroof']",125000.0,1
