Price,new_car_price,overview_Fuel type,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage,Emission_Standard,Seating_Capacity,Fuel_Tank_Capcity,Safety_Score,Sunroof,Praking_Sensors,Keyless_Start,GPS_Navigation,ADAS,Automatic_Emergency_Braking,Driving_Range
670000.0,828999.9999999999,Petrol,No,,No,No,2023,Tata,Tigor,"['XZ', '[2020-2023]']",11000.0,1,Manual,No,Not Available,Chennai,1199 ,84.0,19.2 kmpl,BS 6,5,35,1.217821674169873,No,Yes,Yes,No,No,No,672
389000.0,774000.0,Petrol,,,No,No,2018,Tata,Tigor,"['Revotron', 'XZ', '(O)']",128278.0,1,Manual,Yes,Individual,Chennai,1199 ,84.0,20.3 kmpl,Not Applicable,5,35,1.1861850568025385,No,Yes,No,Yes,No,No,0
438000.0,1005000.0,CNG,No,,No,No,2022,Tata,Tigor,"['XZ', 'Plus', 'CNG', '[2022-2023]']",128878.0,1,Manual,No,Individual,Chennai,1199 ,72.0,26.4 kmpl,BS 6,5,60,1.217821674169873,No,Yes,Yes,No,No,No,1584
650000.0,673000.0,Petrol,No,,No,No,2025,Tata,Tigor,"['XM', 'Petrol', 'Manual']",25000.0,1,Manual,No,Not Available,Chennai,1199 ,84.0,19.2 kmpl,BS 6,5,35,1.2519511598528807,No,Yes,No,No,No,No,672
725000.0,,Petrol,No,,No,No,2024,Tata,Tigor,"['XZA', 'Plus', '[2020-2023]']",6166.0,1,Automatic,Yes,Individual,Chennai,1199 ,84.0,19.6 kmpl,BS 6,5,35,1.217821674169873,No,Yes,Yes,No,No,No,686
750000.0,873000.0,Petrol,No,,No,No,2024,Tata,Tigor,"['XZ', '[2023-2025]']",33000.0,1,Manual,No,Not Available,Chennai,1199 ,84.0,19.2 kmpl,BS 6,5,35,1.6484823019023027,No,Yes,No,No,No,No,672
150000.0,,Diesel,,,,,2010,Tata,Vista,"['Aqua', 'TDI', 'BS-III']",124358.0,4,Manual,No,Not Available,Chennai,1405 ,71.0,,Not Applicable,5,37,0.7841253682182697,No,No,No,No,No,No,0
550000.0,970000.0,Petrol,No,,No,No,2021,Tata,Tigor,"['XZA', 'Plus', '[2020-2023]']",24000.0,1,Automatic,Yes,Individual,Chennai,1199 ,84.0,19.6 kmpl,BS 6,5,35,1.217821674169873,No,Yes,Yes,No,No,No,686
869999.9999999999,873000.0,Petrol,No,,No,No,2024,Tata,Tigor,"['XZ', '[2023-2025]']",16000.0,1,Manual,Yes,Individual,Chennai,1199 ,84.0,19.2 kmpl,BS 6,5,35,1.6484823019023027,No,Yes,No,No,No,No,672
425000.0,834000.0,Petrol,,,No,No,2020,Tata,Tigor,"['Revotron', 'XZ+']",81371.0,1,Manual,No,Individual,Chennai,1199 ,84.0,21 kmpl,BS 4,5,35,1.1861850568025385,No,Yes,No,No,No,No,0
425000.0,834000.0,Petrol,,,No,No,2020,Tata,Tigor,"['Revotron', 'XZ+']",81371.0,1,Manual,No,Individual,Chennai,1199 ,84.0,21 kmpl,BS 4,5,35,1.1861850568025385,No,Yes,No,No,No,No,0
200000.0,591000.0,Diesel,,,,,2012,Tata,Vista,"['LS', 'Quadrajet', 'BS', 'IV']",199000.0,2,Manual,No,Not Available,Chennai,1248 ,74.0,22.3 kmpl,Not Applicable,5,37,0.8734752426520138,No,No,No,No,No,No,0
80000.0,,Diesel,,,,,2010,Tata,Vista,"['Aqua', '1.3', 'Quadrajet']",100000.0,1,Manual,No,Not Available,Chennai,1248 ,74.0,,Not Applicable,5,37,0.4469870772710861,No,No,No,No,No,No,0
150000.0,,Diesel,,,,,2011,Tata,Vista,"['Aura', 'ABS', 'Quadrajet', 'BS-IV']",138000.0,1,Manual,No,Individual,Chennai,1248 ,75.0,16.3 kmpl,Not Applicable,5,37,1.1757851448580747,No,No,No,No,No,No,0
175000.0,,Diesel,,,,,2011,Tata,Vista,"['Aura', 'ABS', 'Quadrajet', 'BS-IV']",152000.0,1,Manual,No,Not Available,Chennai,1248 ,75.0,16.3 kmpl,Not Applicable,5,37,1.1757851448580747,No,No,No,No,No,No,0
430000.0,1157000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Tata,Zest,"['XTA', 'Diesel']",80500.0,2,Automatic,Yes,Individual,Chennai,1248 ,89.0,21.58 kmpl,BS 4,5,44,1.1861850568025385,No,Yes,No,No,No,No,0
350000.0,835000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2018,Tata,Zest,"['XE', '75', 'PS', 'Diesel']",110000.0,1,Manual,No,Not Available,Chennai,1248 ,74.0,22.95 kmpl,BS 4,5,44,0.8734752426520138,No,No,No,No,No,No,0
300000.0,835000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2019,Tata,Zest,"['XE', '75', 'PS', 'Diesel']",201800.0,1,Manual,No,Commercial,Chennai,1248 ,74.0,22.95 kmpl,BS 4,5,44,0.8734752426520138,No,No,No,No,No,No,0
350000.0,849000.0,Petrol,,,Turbocharged (Fixed Geometry),No,2016,Tata,Zest,"['XT', 'Petrol']",122468.0,2,Manual,No,Not Available,Chennai,1193 ,89.0,17.57 kmpl,BS 4,5,44,1.1861850568025385,No,Yes,No,No,No,No,0
350000.0,790000.0,Diesel,,,Turbocharged (Fixed Geometry),No,2014,Tata,Zest,"['XM', 'Diesel']",126000.0,1,Manual,No,Individual,Chennai,1248 ,89.0,23 kmpl,Not Applicable,5,44,1.1861850568025385,No,No,No,No,No,No,0
425000.0,969000.0,Diesel,,,Turbocharged (Variable Geometry),No,2015,Tata,Zest,"['XMA', 'Diesel']",52000.0,1,Automatic,No,Individual,Chennai,1248 ,89.0,21.58 kmpl,BS 4,5,44,1.1861850568025385,No,No,No,No,No,No,0
450000.0,2678000.0,Petrol,,,,,2007,Toyota,Camry,"['W3', 'MT']",105000.0,2,Manual,Yes,Individual,Chennai,2362 ,167.0,9.57 kmpl,Not Applicable,5,70,1.1757851448580747,Yes,No,No,No,No,No,0
350000.0,,Petrol,,,,,2006,Toyota,Camry,"['W1', 'MT']",126000.0,3,Manual,Yes,Individual,Chennai,2362 ,167.0,9.57 kmpl,Not Applicable,5,70,1.1757851448580747,No,No,No,No,No,No,0
1700000.0,4488000.0,Petrol,,,No,No,2015,Toyota,Camry,"['Hybrid', '[2015-2017]']",75000.0,1,Automatic,Yes,Individual,Chennai,2494 ,158.0,19.16 kmpl,Not Applicable,5,65,1.687141704085241,No,Yes,Yes,No,No,No,0
1725000.0,4488000.0,Petrol,,,No,No,2015,Toyota,Camry,"['Hybrid', '[2015-2017]']",75000.0,1,Automatic,Yes,Individual,Chennai,2494 ,158.0,19.16 kmpl,Not Applicable,5,65,1.687141704085241,No,Yes,Yes,No,No,No,0
2749000.0,5757000.0,Electric,,,No,No,2022,Toyota,Camry,['Hybrid'],72000.0,2,Automatic,Yes,Individual,Chennai,2487 ,176.0,19.1 kmpl,BS 6,5,50,7.910902783928443,Yes,Yes,Yes,Yes,No,No,958
2700000.0,5757000.0,Electric,,,No,No,2022,Toyota,Camry,['Hybrid'],73000.0,2,Automatic,Yes,Individual,Chennai,2487 ,176.0,19.1 kmpl,BS 6,5,50,7.910902783928443,Yes,Yes,Yes,Yes,No,No,958
2750000.0,4926000.0,Electric,,,No,No,2020,Toyota,Camry,['Hybrid'],31588.0,2,Automatic,Yes,Individual,Chennai,2487 ,176.0,19.16 kmpl,BS 6,5,50,7.910902783928443,Yes,Yes,Yes,Yes,No,No,958
2890000.0,4926000.0,Electric,,,No,No,2020,Toyota,Camry,['Hybrid'],34000.0,2,Automatic,Yes,Individual,Chennai,2487 ,176.0,19.16 kmpl,BS 6,5,50,7.910902783928443,Yes,Yes,Yes,Yes,No,No,958
5900000.0,,Diesel,,,,,2016,Toyota,Commuter,"['HiAce', '3.0', 'L']",12000.0,4,Automatic,Yes,Individual,Chennai,,,,Not Applicable,,,0.4469870772710861,No,No,No,No,No,No,0
945000.0,2013000.0,Petrol,,,No,No,2018,Toyota,Corolla,"['Altis', 'G', 'Petrol']",38000.0,1,Manual,Yes,Individual,Chennai,1798 ,138.0,16.7 kmpl,BS 4,5,55,5.651730464979483,No,Yes,No,No,No,No,0
750000.0,2295000.0,Petrol,,,No,No,2018,Toyota,Corolla,"['Altis', 'GL', 'Petrol']",47000.0,1,Manual,Yes,Individual,Chennai,1798 ,138.0,16.7 kmpl,BS 4,5,55,5.70667863987217,No,Yes,Yes,Yes,No,No,0
799000.0,2276000.0,Petrol,,,No,No,2017,Toyota,Corolla,"['Altis', 'VL', 'AT', 'Petrol']",205000.0,2,Automatic,No,Individual,Chennai,1798 ,138.0,16.7 kmpl,Not Applicable,5,55,1.289058621772306,No,Yes,Yes,Yes,No,No,0
4000000.0,,Not Available,,,,,2023,Toyota,Crown,"['Super', 'Saloon', '2.4', 'AT']",20000.0,1,Not,Yes,Individual,Chennai,,,,Not Applicable,,,0.4469870772710861,No,No,No,No,No,No,0
350000.0,552000.0,Petrol,,,,,2013,Toyota,Etios,"['Liva', 'G']",152000.0,1,Manual,Yes,Individual,Chennai,1197 ,80.0,,Not Applicable,5,45,0.5629499827246467,No,No,No,No,No,No,0
200000.0,786000.0,Diesel,,,,,2012,Toyota,Etios,['GD'],70000.0,1,Manual,No,Not Available,Chennai,1364 ,68.0,,Not Applicable,5,45,0.5629499827246467,No,No,No,No,No,No,0
550000.0,3865000.0,Diesel,,,Turbocharged (Variable Geometry),No,2015,Audi,A3,"['35', 'TDI', 'Technology']",80000.0,2,Automatic,No,Individual,Delhi,1968 ,141.0,20.38 kmpl,Not Applicable,5,50,1.379598701357713,No,Yes,No,Yes,No,No,0
4700000.0,5832000.0,Petrol,,,Turbocharged (Variable Geometry),No,2020,Audi,A3,"['35', 'TFSI']",42174.0,1,Automatic,Yes,Individual,Delhi,1395 ,148.0,19.2 kmpl,BS 4,4,50,4.3637757512807545,No,Yes,No,No,No,No,0
1475000.0,3897000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TDI', 'Technology']",49000.0,1,Automatic,No,Individual,Delhi,1968 ,141.0,,BS 4,5,50,5.250557509442676,Yes,Yes,No,Yes,No,No,0
2175000.0,,Petrol,,,Turbocharged (Variable Geometry),No,2018,Audi,A3,"['40', 'TFSI', 'Premium', 'Plus', '+', 'sunroof']",78100.0,1,Automatic,Yes,Individual,Ghaziabad,1798 ,178.0,16.6 kmpl,Not Applicable,5,50,1.379598701357713,Yes,Yes,No,No,No,No,0
890000.0,3061000.0,Petrol,,,Turbocharged (Variable Geometry),No,2016,Audi,A3,"['40', 'TFSI', 'Premium']",86000.0,1,Automatic,Yes,Individual,Delhi,1798 ,178.0,16.6 kmpl,Not Applicable,5,50,1.379598701357713,No,Yes,No,No,No,No,0
894999.9999999999,3476000.0,Petrol,,,Turbocharged (Variable Geometry),No,2016,Audi,A3,"['40', 'TFSI', 'Premium', 'Plus']",86390.0,1,Automatic,Yes,Individual,Delhi,1798 ,178.0,16.6 kmpl,Not Applicable,5,50,1.379598701357713,No,Yes,No,No,No,No,0
1590000.0,3618000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",37000.0,1,Automatic,No,Individual,Delhi,1968 ,141.0,20.37 kmpl,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
1325000.0,3618000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",87000.0,1,Automatic,Yes,Individual,Delhi,1968 ,141.0,20.37 kmpl,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
894999.9999999999,3061000.0,Petrol,,,Turbocharged (Variable Geometry),No,2016,Audi,A3,"['40', 'TFSI', 'Premium']",86000.0,1,Automatic,Yes,Individual,Delhi,1798 ,178.0,16.6 kmpl,Not Applicable,5,50,1.379598701357713,No,Yes,No,No,No,No,0
1095000.0,3618000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",45000.0,2,Automatic,Yes,Individual,Delhi,1968 ,141.0,20.37 kmpl,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
2850000.0,5117000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A3,"['40', 'TFSI']",45000.0,2,Automatic,Yes,Individual,Delhi,1798 ,177.0,16.6 kmpl,Not Applicable,4,50,1.379598701357713,No,Yes,No,No,No,No,0
1575000.0,3454999.9999999995,Petrol,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",56000.0,2,Automatic,No,Individual,Delhi,1395 ,148.0,,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
2400000.0,3684000.000000001,Petrol,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TFSI', 'Technology']",35500.0,1,Automatic,Yes,Commercial,Delhi,1395 ,148.0,,BS 4,5,50,5.250557509442676,Yes,Yes,No,Yes,No,No,0
1575000.0,3618000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",37000.0,1,Automatic,No,Individual,Delhi,1968 ,141.0,20.37 kmpl,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
975000.0,3865000.0,Diesel,,,Turbocharged (Variable Geometry),No,2016,Audi,A3,"['35', 'TDI', 'Technology']",70000.0,3,Automatic,No,Individual,Delhi,1968 ,141.0,20.38 kmpl,Not Applicable,5,50,1.379598701357713,No,Yes,No,Yes,No,No,0
1550000.0,3618000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A3,"['35', 'TDI', 'Premium', 'Plus']",42000.0,1,Automatic,Yes,Individual,Delhi,1968 ,141.0,20.37 kmpl,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
990000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",39855.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
1490000.0,3454999.9999999995,Petrol,,,Turbocharged (Variable Geometry),No,2018,Audi,A3,"['35', 'TFSI', 'Premium', 'Plus']",58000.0,1,Automatic,Yes,Individual,Delhi,1395 ,148.0,,BS 4,5,50,5.250557509442676,Yes,Yes,No,No,No,No,0
3400000.0,5482000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Premium', '40', 'TFSI']",20000.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,No,No,No,941
3550000.0,5482000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Premium', '40', 'TFSI']",11000.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,No,No,No,941
1100000.0,3691000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TFSI', 'Premium']",50000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.7034304767949882,No,Yes,No,No,No,No,0
2300000.0,5143000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",50000.0,1,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
3600000.0,6503000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Technology', '40', 'TFSI']",14000.0,1,Automatic,No,Not Available,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,Yes,No,No,941
2500000.0,4817000.0,Petrol,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['30', 'TFSI', 'Premium', 'Plus']",34000.0,1,Automatic,No,Not Available,Delhi,1395 ,148.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,No,No,No,0
2400000.0,5800000.0,Petrol,Yes,,Turbocharged (Variable Geometry),No,2021,Audi,A4,"['Technology', '40', 'TFSI', '[2021-2022]']",66000.0,2,Automatic,No,Not Available,Delhi,1984 ,188.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,941
1075000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",67000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
1130000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",22303.0,1,Automatic,No,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
625000.0,,Petrol,,,,,2013,Audi,A4,"['2.0', 'TFSI']",45000.0,2,Automatic,Yes,Individual,Delhi,1984 ,180.0,8 kmpl,Not Applicable,5,70,1.1757851448580747,Yes,No,No,No,No,No,0
822000.0000000001,,Petrol,,,,,2011,Audi,A4,"['1.8', 'TFSI']",19000.0,1,Automatic,No,Not Available,Delhi,1798 ,161.0,8.96 kmpl,Not Applicable,5,70,1.1757851448580747,Yes,No,No,No,No,No,0
455000.0,,Petrol,,,,,2012,Audi,A4,"['1.8', 'TFSI']",90000.0,1,Automatic,Yes,Individual,Delhi,1798 ,161.0,8.96 kmpl,Not Applicable,5,70,1.1757851448580747,Yes,No,No,No,No,No,0
1900000.0,5575000.0,Diesel,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['35', 'TDI', 'Technology']",112000.0,2,Automatic,No,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
1925000.0,,Petrol,,,,,2018,Audi,A4,"['35', 'TFSI', 'Premium', 'Sunroof']",47000.0,1,Automatic,No,Individual,Delhi,,,,Not Applicable,5,,0.7359904639672388,No,No,No,No,No,No,0
1500000.0,4126000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TFSI', 'Premium', 'Sunroof']",22000.0,1,Automatic,No,Not Available,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.7034304767949882,Yes,Yes,No,No,No,No,0
1950000.0,5575000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Audi,A4,"['35', 'TDI', 'Technology']",50000.0,2,Automatic,No,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
850000.0,4032000.0,Diesel,,,,,2016,Audi,A4,"['2.0', 'TDI', '(177bhp)', 'Premium', 'Plus']",75000.0,2,Automatic,Yes,Individual,Delhi,1968 ,177.0,17.11 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
2490000.0,5928000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2021,Audi,A4,"['Premium', 'Plus', '40', 'TFSI', '[2021-2024]']",65000.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,No,No,No,941
1575000.0,4817000.0,Petrol,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['30', 'TFSI', 'Premium', 'Plus']",26000.0,1,Automatic,No,Individual,Delhi,1395 ,148.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,No,No,No,0
1090000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",69000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
600000.0,4547000.0,Diesel,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TDI', 'Premium', 'Sport', '+', 'Sunroof']",105000.0,2,Automatic,Yes,Individual,Delhi,1968 ,177.0,17.11 kmpl,Not Applicable,5,63,1.7034304767949882,Yes,Yes,No,No,No,No,0
1280000.0,3691000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TFSI', 'Premium']",26000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.7034304767949882,No,Yes,No,No,No,No,0
2875000.0,5928000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2021,Audi,A4,"['Premium', 'Plus', '40', 'TFSI', '[2021-2024]']",17200.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,No,No,No,941
1025000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",20000.0,1,Automatic,No,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
2750000.0,5928000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2021,Audi,A4,"['Premium', 'Plus', '40', 'TFSI', '[2021-2024]']",12000.0,2,Automatic,No,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,No,No,No,941
1390000.0,5143000.0,Diesel,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",90000.0,2,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
3125000.0,6503000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2024,Audi,A4,"['Technology', '40', 'TFSI']",17420.0,2,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,Yes,No,No,941
3595000.0000000005,6503000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Technology', '40', 'TFSI']",14000.0,1,Automatic,No,Not Available,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,Yes,No,No,941
825000.0,,Petrol,,,,,2013,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",63000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
1425000.0,5143000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",57000.0,2,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
3149000.0,6375000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2023,Audi,A4,"['Technology', '40', 'TFSI', '[2022-2024]']",51600.0,1,Automatic,No,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,941
894999.9999999999,,Diesel,,,Turbocharged (Variable Geometry),No,2016,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",80000.0,1,Automatic,No,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
3585000.0,6503000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Technology', '40', 'TFSI']",14000.0,1,Automatic,No,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,Yes,No,No,941
1999000.0,5225000.0,Petrol,,,Turbocharged (Variable Geometry),No,2018,Audi,A4,"['30', 'TFSI', 'Technology', 'Pack']",65000.0,1,Automatic,No,Individual,Delhi,1395 ,148.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
1275000.0,5225000.0,Petrol,,,Turbocharged (Variable Geometry),No,2016,Audi,A4,"['30', 'TFSI', 'Technology', 'Pack']",100000.0,2,Automatic,No,Individual,Delhi,1395 ,148.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
1250000.0,4126000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TFSI', 'Premium', 'Sunroof']",49000.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.7034304767949882,Yes,Yes,No,No,No,No,0
2675000.0,6375000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2022,Audi,A4,"['Technology', '40', 'TFSI', '[2022-2024]']",38000.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,941
1350000.0,5143000.0,Diesel,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",95000.0,2,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
3700000.0,6045000.0,Petrol,No,,Turbocharged (Variable Geometry),No,2025,Audi,A4,"['Premium', 'Plus', '40', 'TFSI']",14000.0,1,Automatic,Yes,Individual,Delhi,1984 ,201.0,17.4 kmpl,BS 6,5,54,7.0241210257665205,No,Yes,No,No,No,No,941
825000.0,4240000.0,Diesel,,,,,2016,Audi,A4,"['2.0', 'TDI', '(177bhp)', 'Premium']",89000.0,1,Automatic,No,Individual,Delhi,1968 ,177.0,17.11 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
1650000.0,5575000.0,Diesel,,,Turbocharged (Variable Geometry),No,2019,Audi,A4,"['35', 'TDI', 'Technology']",105000.0,2,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
2000000.0,5225000.0,Petrol,,,Turbocharged (Variable Geometry),No,2017,Audi,A4,"['30', 'TFSI', 'Technology', 'Pack']",44000.0,1,Automatic,No,Individual,Delhi,1395 ,148.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
1375000.0,3691000.0,Petrol,,,Turbocharged (Variable Geometry),No,2015,Audi,A4,"['35', 'TFSI', 'Premium']",26500.0,1,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.7034304767949882,No,Yes,No,No,No,No,0
900000.0,3584000.0000000005,Petrol,,,,,2015,Audi,A4,"['1.8', 'TFSI', 'Multitronic', 'Premium', 'Plus']",75000.0,2,Automatic,Yes,Individual,Delhi,1798 ,170.0,18.78 kmpl,Not Applicable,5,63,1.971528175349786,Yes,No,No,No,No,No,0
1400000.0,5143000.0,Diesel,,,Turbocharged (Variable Geometry),No,2018,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",57000.0,2,Automatic,Yes,Individual,Delhi,1968 ,188.0,17.84 kmpl,BS 4,5,54,7.0241210257665205,Yes,Yes,No,Yes,No,No,0
